date,open,high,low,close,adj_close,volume
2019-01-02,187.82000732421875,190.99000549316406,186.6999969482422,190.9499969482422,169.25228881835938,2475200.0
2019-01-03,188.27999877929688,188.27999877929688,182.88999938964844,183.75999450683594,162.87928771972656,3358200.0
2019-01-04,186.75,191.97999572753906,186.02999877929688,191.32000732421875,169.5802459716797,2995100.0
2019-01-07,191.36000061035156,192.3000030517578,188.66000366210938,190.8800048828125,169.1902313232422,2162200.0
2019-01-08,193.0,194.11000061035156,189.5800018310547,191.67999267578125,169.89935302734375,2479800.0
2019-01-09,193.25,193.94000244140625,191.3800048828125,192.3000030517578,170.44888305664062,2163600.0
2019-01-10,190.8699951171875,193.80999755859375,189.39999389648438,193.60000610351562,171.60118103027344,1939300.0
2019-01-11,191.83999633789062,192.69000244140625,190.86000061035156,192.2100067138672,170.36912536621094,2359900.0
2019-01-14,190.63999938964844,192.8300018310547,189.8000030517578,192.1699981689453,170.3336639404297,1914400.0
2019-01-15,188.83999633789062,190.67999267578125,187.86000061035156,188.94000244140625,167.470703125,2737300.0
2019-01-16,188.50999450683594,190.44000244140625,188.4199981689453,189.47999572753906,167.94932556152344,2492100.0
2019-01-17,188.55999755859375,192.89999389648438,187.89999389648438,191.7100067138672,169.92596435546875,1978900.0
2019-01-18,194.33999633789062,196.39999389648438,192.36000061035156,195.86000061035156,173.60435485839844,2746600.0
2019-01-22,194.22000122070312,194.49000549316406,190.42999267578125,192.25999450683594,170.41342163085938,2709600.0
2019-01-23,192.6300048828125,194.0,190.27999877929688,192.2899932861328,170.4400177001953,1652900.0
2019-01-24,192.25999450683594,193.1699981689453,191.50999450683594,192.52000427246094,170.64390563964844,1582800.0
2019-01-25,194.72000122070312,197.16000366210938,194.4600067138672,195.89999389648438,173.63983154296875,2320100.0
2019-01-28,193.13999938964844,193.4499969482422,191.07000732421875,193.1999969482422,171.24661254882812,3156600.0
2019-01-29,195.00999450683594,199.88999938964844,194.1999969482422,196.9499969482422,174.5705108642578,4311100.0
2019-01-30,198.22000122070312,200.11000061035156,194.6300048828125,199.27000427246094,176.6268768310547,2168100.0
2019-01-31,198.8000030517578,200.88999938964844,197.74000549316406,200.3000030517578,177.5398406982422,3338400.0
2019-02-01,201.49000549316406,201.77000427246094,198.2899932861328,199.16000366210938,176.52938842773438,2239400.0
2019-02-04,199.00999450683594,200.25999450683594,196.25,200.2100067138672,177.4600830078125,1973600.0
2019-02-05,200.72000122070312,201.1300048828125,199.72999572753906,201.1199951171875,178.2666778564453,2036900.0
2019-02-06,201.22000122070312,203.0800018310547,200.25,202.57000732421875,179.55191040039062,1672400.0
2019-02-07,201.02000427246094,202.39999389648438,198.86000061035156,199.83999633789062,177.13211059570312,1949400.0
2019-02-08,199.22000122070312,199.85000610351562,197.89999389648438,199.82000732421875,177.1144256591797,1451800.0
2019-02-11,200.92999267578125,201.1999969482422,199.63999938964844,200.91000366210938,178.08055114746094,1513500.0
2019-02-12,202.8699951171875,206.7899932861328,202.19000244140625,206.57000732421875,183.09742736816406,2623000.0
2019-02-13,207.08999633789062,210.39999389648438,206.58999633789062,209.72000122070312,185.88943481445312,2967300.0
2019-02-14,206.58999633789062,207.1199951171875,204.0500030517578,204.92999267578125,182.89956665039062,2229700.0
2019-02-15,206.4600067138672,208.97000122070312,206.0,208.86000061035156,186.4071044921875,2000400.0
2019-02-19,207.91000366210938,209.14999389648438,207.38999938964844,208.41000366210938,186.00546264648438,1534400.0
2019-02-20,208.92999267578125,208.97000122070312,207.32000732421875,208.52999877929688,186.11256408691406,1879100.0
2019-02-21,208.16000366210938,209.11000061035156,207.25,207.77000427246094,185.43429565429688,1737600.0
2019-02-22,207.77000427246094,209.66000366210938,207.14999389648438,209.35000610351562,186.84442138671875,1534200.0
2019-02-25,210.47000122070312,211.35000610351562,210.33999633789062,210.5800018310547,187.94216918945312,2183500.0
2019-02-26,210.5800018310547,211.58999633789062,209.3699951171875,209.3800048828125,186.8712158203125,1671300.0
2019-02-27,209.60000610351562,209.69000244140625,208.16000366210938,209.02999877929688,186.55882263183594,1540600.0
2019-02-28,209.0500030517578,209.0500030517578,206.9600067138672,207.38999938964844,185.0951385498047,2121700.0
2019-03-01,208.80999755859375,209.75999450683594,206.89999389648438,207.49000549316406,185.1843719482422,1754400.0
2019-03-04,208.99000549316406,209.97999572753906,205.74000549316406,206.86000061035156,184.62208557128906,1989900.0
2019-03-05,205.5800018310547,207.25,203.83999633789062,203.83999633789062,181.92677307128906,2744500.0
2019-03-06,204.72999572753906,204.7899932861328,202.75999450683594,202.8000030517578,180.99853515625,1825300.0
2019-03-07,202.55999755859375,202.55999755859375,198.5,199.86000061035156,178.3746337890625,3339600.0
2019-03-08,198.3800048828125,201.1699981689453,198.0,200.88999938964844,179.2938690185547,1724500.0
2019-03-11,201.8800048828125,207.16000366210938,201.66000366210938,207.10000610351562,184.8363037109375,2385300.0
2019-03-12,207.83999633789062,208.38999938964844,205.3800048828125,205.8000030517578,183.67605590820312,2115100.0
2019-03-13,206.8300018310547,207.3000030517578,205.6300048828125,206.66000366210938,184.443603515625,2036700.0
2019-03-14,206.6999969482422,207.4499969482422,205.72999572753906,207.3800048828125,185.08619689941406,1793400.0
2019-03-15,208.39999389648438,208.66000366210938,206.7899932861328,208.0800018310547,185.71095275878906,4394700.0
2019-03-18,208.44000244140625,208.60000610351562,205.61000061035156,208.49000549316406,186.0768585205078,1843600.0
2019-03-19,209.10000610351562,210.5399932861328,208.30999755859375,209.02000427246094,186.54989624023438,2351600.0
2019-03-20,209.0,210.50999450683594,207.2899932861328,208.3000030517578,185.90731811523438,1734600.0
2019-03-21,206.8000030517578,210.16000366210938,205.97000122070312,209.61000061035156,187.0764617919922,2288100.0
2019-03-22,208.2899932861328,208.49000549316406,204.47000122070312,204.66000366210938,182.6586151123047,2716100.0
2019-03-25,203.4600067138672,205.47000122070312,202.25,203.2100067138672,181.36447143554688,2020600.0
2019-03-26,205.0,207.63999938964844,204.77000427246094,207.24000549316406,184.96124267578125,1895600.0
2019-03-27,207.39999389648438,207.94000244140625,205.1300048828125,207.16000366210938,184.88983154296875,2004000.0
2019-03-28,208.0,208.74000549316406,206.63999938964844,208.52999877929688,186.11256408691406,1670600.0
2019-03-29,209.2899932861328,209.5,206.1999969482422,207.77999877929688,185.44317626953125,2858300.0
2019-04-01,209.88999938964844,212.38999938964844,209.25999450683594,211.94000244140625,189.156005859375,2588400.0
2019-04-02,212.24000549316406,212.6999969482422,211.0,212.1300048828125,189.32557678222656,1413500.0
2019-04-03,212.9499969482422,213.92999267578125,212.44000244140625,213.1300048828125,190.2180938720703,1570000.0
2019-04-04,213.5,215.27000427246094,212.3300018310547,215.02999877929688,191.913818359375,1560900.0
2019-04-05,215.8800048828125,216.49000549316406,214.8000030517578,215.41000366210938,192.25296020507812,1391100.0
2019-04-08,214.7100067138672,215.07000732421875,213.47000122070312,215.02000427246094,191.90487670898438,1130000.0
2019-04-09,214.4199981689453,214.57000732421875,211.82000732421875,211.9600067138672,189.17384338378906,1516500.0
2019-04-10,212.4199981689453,212.7100067138672,210.72000122070312,212.11000061035156,189.30772399902344,1348600.0
2019-04-11,211.7100067138672,213.7100067138672,211.44000244140625,213.52999877929688,190.57504272460938,1181200.0
2019-04-12,215.10000610351562,217.49000549316406,214.35000610351562,217.4199981689453,194.04689025878906,1922400.0
2019-04-15,216.83999633789062,217.36000061035156,214.89999389648438,215.8300018310547,192.62779235839844,1483300.0
2019-04-16,216.58999633789062,217.6699981689453,215.47999572753906,216.89999389648438,193.58277893066406,1549600.0
2019-04-17,217.6300048828125,219.3300018310547,217.17999267578125,217.63999938964844,194.2432098388672,1977600.0
2019-04-18,217.97999572753906,219.6699981689453,217.6199951171875,218.8800048828125,195.3499298095703,1780100.0
2019-04-22,217.3000030517578,219.39999389648438,217.27000427246094,218.5399932861328,195.0464630126953,1403500.0
2019-04-23,218.00999450683594,219.5500030517578,217.17999267578125,219.5,195.90328979492188,1561800.0
2019-04-24,219.0,219.75,218.10000610351562,219.0800018310547,195.52841186523438,2048900.0
2019-04-25,197.5399932861328,198.9600067138672,189.60000610351562,190.72000122070312,170.2171630859375,14646200.0
2019-04-26,190.52999877929688,192.25,189.36000061035156,191.6699981689453,171.06504821777344,4491300.0
2019-04-29,191.52000427246094,192.19000244140625,189.75,190.2100067138672,169.7620086669922,3803400.0
2019-04-30,190.86000061035156,190.86000061035156,186.5500030517578,189.50999450683594,169.13723754882812,4541000.0
2019-05-01,189.49000549316406,189.7100067138672,185.9199981689453,186.07000732421875,166.0670623779297,3818500.0
2019-05-02,184.5,186.5,183.3800048828125,184.75,164.88897705078125,5654900.0
2019-05-03,185.80999755859375,186.69000244140625,184.08999633789062,185.22000122070312,165.3084259033203,4747700.0
2019-05-06,182.0399932861328,183.11000061035156,180.1300048828125,183.0399932861328,163.36280822753906,6517600.0
2019-05-07,181.80999755859375,181.89999389648438,177.80999755859375,179.1199951171875,159.8642120361328,5415600.0
2019-05-08,179.50999450683594,180.52999877929688,178.5,178.58999633789062,159.3911895751953,2990500.0
2019-05-09,177.3000030517578,177.39999389648438,174.17999267578125,175.27999877929688,156.43704223632812,5098200.0
2019-05-10,175.02000427246094,176.3300018310547,173.00999450683594,175.86000061035156,156.9546661376953,5012300.0
2019-05-13,173.94000244140625,174.5800018310547,172.7899932861328,174.07000732421875,155.35711669921875,5916700.0
2019-05-14,174.7899932861328,176.97000122070312,174.50999450683594,175.2100067138672,156.37454223632812,4014000.0
2019-05-15,174.02000427246094,175.64999389648438,173.64999389648438,174.1199951171875,155.4017333984375,3015500.0
2019-05-16,174.38999938964844,174.38999938964844,171.36000061035156,171.80999755859375,153.34005737304688,4039500.0
2019-05-17,170.0,170.25999450683594,168.42999267578125,169.08999633789062,150.91244506835938,4595000.0
2019-05-20,167.9600067138672,167.9600067138672,165.61000061035156,166.25,148.37777709960938,4374600.0
2019-05-21,167.00999450683594,167.4199981689453,166.17999267578125,167.3000030517578,149.31488037109375,4148200.0
2019-05-22,167.42999267578125,170.75999450683594,166.4600067138672,169.74000549316406,151.49258422851562,4504200.0
2019-05-23,167.5800018310547,168.3000030517578,164.58999633789062,165.8699951171875,149.30523681640625,3830200.0
